DATE,CPILFESL
1976-02-01,6.42285
1976-03-01,6.38866
1976-04-01,4.24029
1976-05-01,6.33247
1976-06-01,4.20316
1976-07-01,8.36240
1976-08-01,6.23378
1976-09-01,6.20156
1976-10-01,6.16968
1976-11-01,4.09557
1976-12-01,4.08164
1977-01-01,8.12186
1977-02-01,8.06726
1977-03-01,6.01505
1977-04-01,5.98505
1977-05-01,5.95535
1977-06-01,7.89477
1977-07-01,3.92799
1977-08-01,5.86798
1977-09-01,5.83943
1977-10-01,3.87722
1977-11-01,5.79245
1977-12-01,7.68003
1978-01-01,7.63119
1978-02-01,5.69171
1978-03-01,7.54719
1978-04-01,9.36773
1978-05-01,7.44188
1978-06-01,9.23792
1978-07-01,7.33947
1978-08-01,9.11166
1978-09-01,10.84345
1978-10-01,8.96195
1978-11-01,7.12168
1978-12-01,7.07967
1979-01-01,8.79125
1979-02-01,12.20054
1979-03-01,10.35978
1979-04-01,8.56535
1979-05-01,8.50464
1979-06-01,8.44479
1979-07-01,10.05592
1979-08-01,13.27814
1979-09-01,9.86307
1979-10-01,11.40538
1979-11-01,12.90335
1979-12-01,14.35233
1980-01-01,15.74826
1980-02-01,12.45147
1980-03-01,16.91252
1980-04-01,13.66239
1980-05-01,9.02260
1980-06-01,13.40796
1980-07-01,-2.96663
1980-08-01,7.40286
1980-09-01,11.75040
1980-10-01,13.08311
1980-11-01,12.94201
1980-12-01,14.21818
1981-01-01,7.04641
1981-02-01,7.00527
1981-03-01,6.96462
1981-04-01,8.30453
1981-05-01,10.98406
1981-06-01,10.88443
1981-07-01,16.14374
1981-08-01,11.96686
1981-09-01,14.46593
1981-10-01,3.91517
1981-11-01,5.20044
1981-12-01,6.46902
1982-01-01,3.86474
1982-02-01,6.41370
1982-03-01,1.27864
1982-04-01,10.18034
1982-05-01,8.83749
1982-06-01,8.77289
1982-07-01,7.46890
1982-08-01,4.95357
1982-09-01,1.23520
1982-10-01,3.69800
1982-11-01,-2.46407
1982-12-01,-1.23393
1983-01-01,4.92814
1983-02-01,4.90798
1983-03-01,2.44648
1983-04-01,4.87806
1983-05-01,3.64557
1983-06-01,3.63453
1983-07-01,7.23620
1983-08-01,3.60180
1983-09-01,4.78565
1983-10-01,5.95535
1983-11-01,5.92594
1983-12-01,3.54157
1984-01-01,8.22323
1984-02-01,3.50707
1984-03-01,4.66020
1984-04-01,5.79991
1984-05-01,4.61983
1984-06-01,4.60211
1984-07-01,5.72793
1984-08-01,4.56274
1984-09-01,4.54546
1984-10-01,4.52831
1984-11-01,2.25776
1984-12-01,4.50282
1985-01-01,3.36606
1985-02-01,6.70393
1985-03-01,4.44857
1985-04-01,3.32564
1985-05-01,4.41989
1985-06-01,3.30427
1985-07-01,3.29520
1985-08-01,4.37957
1985-09-01,2.18380
1985-10-01,5.44219
1985-11-01,6.49821
1985-12-01,3.23596
1986-01-01,5.37395
1986-02-01,3.21285
1986-03-01,3.20427
1986-04-01,4.25910
1986-05-01,2.12389
1986-06-01,3.17881
1986-07-01,4.22536
1986-08-01,4.21053
1986-09-01,4.19581
1986-10-01,4.18119
1986-11-01,3.12636
1986-12-01,3.11823
1987-01-01,3.11015
1987-02-01,3.10211
1987-03-01,4.12372
1987-04-01,7.18258
1987-05-01,4.08511
1987-06-01,2.03735
1987-07-01,4.06436
1987-08-01,4.05064
1987-09-01,5.04414
1987-10-01,6.02512
1987-11-01,3.00125
1987-12-01,2.99376
1988-01-01,4.97307
1988-02-01,2.97398
1988-03-01,4.94031
1988-04-01,5.90165
1988-05-01,3.91837
1988-06-01,4.88004
1988-07-01,3.88979
1988-08-01,3.87722
1988-09-01,6.75514
1988-10-01,4.80193
1988-11-01,3.82775
1988-12-01,3.81558
1989-01-01,4.75248
1989-02-01,3.78848
1989-03-01,4.71884
1989-04-01,3.76176
1989-05-01,4.68568
1989-06-01,4.66745
1989-07-01,3.72093
1989-08-01,2.78315
1989-09-01,3.70085
1989-10-01,6.44915
1989-11-01,4.58541
1989-12-01,4.56795
1990-01-01,4.55063
1990-02-01,5.43808
1990-03-01,7.21264
1990-04-01,4.48599
1990-05-01,3.57675
1990-06-01,6.23378
1990-07-01,6.20156
1990-08-01,7.04848
1990-09-01,4.38437
1990-10-01,4.36841
1990-11-01,3.48331
1990-12-01,5.20608
1991-01-01,7.76702
1991-02-01,6.00645
1991-03-01,2.56502
1991-04-01,3.41152
1991-05-01,3.40184
1991-06-01,4.23879
1991-07-01,4.22387
1991-08-01,5.04910
1991-09-01,4.19141
1991-10-01,2.50784
1991-11-01,4.16812
1991-12-01,4.15369
1992-01-01,3.31263
1992-02-01,2.47849
1992-03-01,4.11947
1992-04-01,3.28542
1992-05-01,4.09417
1992-06-01,2.44981
1992-07-01,4.07194
1992-08-01,2.43655
1992-09-01,1.62162
1992-10-01,5.65848
1992-11-01,3.22148
1992-12-01,3.21285
1993-01-01,4.00401
1993-02-01,3.99069
1993-03-01,1.59257
1993-04-01,4.76506
1993-05-01,3.16623
1993-06-01,2.36920
1993-07-01,1.57687
1993-08-01,3.93314
1993-09-01,0.78508
1993-10-01,3.91773
1993-11-01,3.90498
1993-12-01,3.11486
1994-01-01,1.55440
1994-02-01,2.32784
1994-03-01,3.86972
1994-04-01,1.54440
1994-05-01,3.08285
1994-06-01,3.84246
1994-07-01,2.29959
1994-08-01,3.05928
1994-09-01,3.05150
1994-10-01,2.28354
1994-11-01,3.03798
1994-12-01,0.75829
1995-01-01,5.29468
1995-02-01,3.01508
1995-03-01,3.75822
1995-04-01,3.74649
1995-05-01,2.24229
1995-06-01,2.98322
1995-07-01,2.23256
1995-08-01,2.97030
1995-09-01,2.96296
1995-10-01,3.69345
1995-11-01,2.21062
1995-12-01,0.73597
1996-01-01,4.40637
1996-02-01,2.19713
1996-03-01,2.92327
1996-04-01,1.45897
1996-05-01,2.91262
1996-06-01,2.90557
1996-07-01,2.17457
1996-08-01,2.17064
1996-09-01,3.60903
1996-10-01,2.16022
1996-11-01,2.87425
1996-12-01,1.43455
1997-01-01,2.86396
1997-02-01,2.14350
1997-03-01,2.13967
1997-04-01,3.55767
1997-05-01,2.12955
1997-06-01,1.41760
1997-07-01,2.12327
1997-08-01,0.70692
1997-09-01,2.82353
1997-10-01,2.81690
1997-11-01,1.40598
1997-12-01,2.80702
1998-01-01,2.80047
1998-02-01,2.09607
1998-03-01,2.09242
1998-04-01,2.08877
1998-05-01,2.77939
1998-06-01,2.08032
1998-07-01,2.07672
1998-08-01,3.45324
1998-09-01,1.37852
1998-10-01,1.37694
1998-11-01,2.74914
1998-12-01,4.11194
1999-01-01,1.36752
1999-02-01,0.00000
1999-03-01,0.68318
1999-04-01,4.09091
1999-05-01,1.36054
1999-06-01,0.67969
1999-07-01,3.39271
1999-08-01,1.35440
1999-09-01,3.37933
1999-10-01,2.02304
1999-11-01,2.01964
1999-12-01,2.01624
2000-01-01,4.02235
2000-02-01,0.66908
2000-03-01,4.00668
2000-04-01,1.99834
2000-05-01,2.65928
2000-06-01,2.65340
2000-07-01,2.64755
2000-08-01,2.64172
2000-09-01,2.63592
2000-10-01,1.97314
2000-11-01,3.28138
2000-12-01,1.31004
2001-01-01,3.92157
2001-02-01,3.25822
2001-03-01,1.95069
2001-04-01,2.59600
2001-05-01,1.29590
2001-06-01,4.52465
2001-07-01,2.57787
2001-08-01,1.92978
2001-09-01,2.56822
2001-10-01,1.92256
2001-11-01,4.47404
2001-12-01,1.91235
2002-01-01,1.90931
2002-02-01,2.54103
2002-03-01,0.63442
2002-04-01,3.16706
2002-05-01,1.89623
2002-06-01,1.26249
2002-07-01,1.89125
2002-08-01,3.77359
2002-09-01,1.25523
2002-10-01,1.25392
2002-11-01,2.50391
2002-12-01,1.25000
2003-01-01,1.87256
2003-02-01,0.62354
2003-03-01,0.00000
2003-04-01,0.00000
2003-05-01,2.49092
2003-06-01,0.62192
2003-07-01,2.48447
2003-08-01,1.24031
2003-09-01,0.61967
2003-10-01,1.85711
2003-11-01,0.00000
2003-12-01,1.23648
2004-01-01,2.46914
2004-02-01,1.84852
2004-03-01,3.68853
2004-04-01,2.45273
2004-05-01,1.83627
2004-06-01,2.44399
2004-07-01,1.22013
2004-08-01,0.60960
2004-09-01,3.65112
2004-10-01,2.42792
2004-11-01,2.42302
2004-12-01,1.81406
2005-01-01,2.41449
2005-02-01,2.40964
2005-03-01,4.20526
2005-04-01,0.59955
2005-05-01,1.79686
2005-06-01,0.59835
2005-07-01,1.79328
2005-08-01,1.19403
2005-09-01,1.19284
2005-10-01,4.16564
2005-11-01,2.96663
2005-12-01,1.77646
2006-01-01,2.36453
2006-02-01,2.35988
2006-03-01,4.11866
2006-04-01,2.93327
2006-05-01,3.51049
2006-06-01,2.91758
2006-07-01,2.32897
2006-08-01,2.90487
2006-09-01,2.31884
2006-10-01,2.31437
2006-11-01,1.15551
2006-12-01,1.73119
2007-01-01,2.87977
2007-02-01,3.07372
2007-03-01,1.62273
2007-04-01,1.88375
2007-05-01,1.77797
2007-06-01,1.90653
2007-07-01,2.17112
2007-08-01,1.96828
2007-09-01,2.47000
2007-10-01,2.96296
2007-11-01,3.29428
2007-12-01,2.86313
